% of data used,Random_Seed,Iteration,Number of experiments,yield_Measurements,yield_IterBest,Best cumulative yield,Initial_Data
0,1354,5,12,"[0.0, 46.53]",46.53,46.53,
0,1354,6,14,"[48.21, 3.1]",48.21,48.21,
0,1354,7,16,"[39.5, 69.13]",69.13,69.13,
0,1354,8,18,"[17.0, 88.82]",88.82,88.82,
0,1354,9,20,"[57.95, 37.4]",57.95,88.82,
0,1355,0,2,"[7.03, 0.0]",7.03,7.03,
0,1355,1,4,"[23.81, 0.0]",23.81,23.81,
0,1355,2,6,"[60.48, 0.0]",60.48,60.48,
0,1355,3,8,"[14.53, 83.22]",83.22,83.22,
0,1355,4,10,"[82.09, 83.85]",83.85,83.85,
0,1355,5,12,"[28.53, 81.63]",81.63,83.85,
0,1355,6,14,"[62.6, 67.57]",67.57,83.85,
0,1355,7,16,"[87.59, 51.37]",87.59,87.59,
0,1355,8,18,"[5.03, 89.95]",89.95,89.95,
0,1355,9,20,"[86.46, 40.85]",86.46,89.95,
0,1356,0,2,"[38.44, 21.54]",38.44,38.44,
0,1356,1,4,"[0.0, 12.25]",12.25,38.44,
0,1356,2,6,"[0.0, 5.4]",5.4,38.44,
0,1356,3,8,"[69.13, 62.73]",69.13,69.13,
0,1356,4,10,"[7.69, 88.82]",88.82,88.82,
0,1356,5,12,"[57.95, 75.46]",75.46,88.82,
0,1356,6,14,"[81.63, 67.57]",81.63,88.82,
0,1356,7,16,"[83.85, 57.84]",83.85,88.82,
0,1356,8,18,"[95.48, 71.57]",95.48,95.48,
0,1356,9,20,"[92.03, 50.74]",92.03,95.48,
0,1357,0,2,"[12.14, 3.4]",12.14,12.14,
0,1357,1,4,"[12.12, 0.0]",12.12,12.14,
0,1357,2,6,"[31.38, 5.16]",31.38,31.38,
0,1357,3,8,"[43.22, 9.6]",43.22,43.22,
0,1357,4,10,"[16.04, 4.89]",16.04,43.22,
0,1357,5,12,"[92.03, 17.93]",92.03,92.03,
0,1357,6,14,"[89.95, 0.0]",89.95,92.03,
0,1357,7,16,"[87.59, 95.48]",95.48,95.48,
0,1357,8,18,"[96.64, 81.63]",96.64,96.64,
0,1357,9,20,"[3.14, 26.39]",26.39,96.64,
0,1358,0,2,"[14.68, 28.15]",28.15,28.15,
0,1358,1,4,"[20.08, 0.0]",20.08,28.15,
0,1358,2,6,"[62.32, 0.0]",62.32,62.32,
0,1358,3,8,"[0.0, 31.38]",31.38,62.32,
0,1358,4,10,"[62.04, 14.75]",62.04,62.32,
0,1358,5,12,"[14.53, 83.62]",83.62,83.62,
0,1358,6,14,"[0.0, 14.81]",14.81,83.62,
0,1358,7,16,"[2.72, 76.66]",76.66,83.62,
0,1358,8,18,"[83.22, 77.52]",83.22,83.62,
0,1358,9,20,"[87.59, 67.57]",87.59,87.59,
0,1359,0,2,"[0.0, 25.35]",25.35,25.35,
0,1359,1,4,"[1.71, 19.97]",19.97,25.35,
0,1359,2,6,"[17.0, 2.48]",17.0,25.35,
0,1359,3,8,"[48.64, 17.92]",48.64,48.64,
0,1359,4,10,"[31.38, 37.4]",37.4,48.64,
0,1359,5,12,"[5.29, 69.11]",69.11,69.11,
0,1359,6,14,"[0.0, 0.0]",0.0,69.11,
0,1359,7,16,"[0.0, 62.34]",62.34,69.11,
0,1359,8,18,"[42.3, 85.24]",85.24,85.24,
0,1359,9,20,"[2.79, 24.59]",24.59,85.24,
0,1360,0,2,"[0.0, 30.95]",30.95,30.95,
0,1360,1,4,"[1.71, 20.08]",20.08,30.95,
0,1360,2,6,"[6.22, 15.21]",15.21,30.95,
0,1360,3,8,"[46.53, 2.21]",46.53,46.53,
0,1360,4,10,"[50.55, 71.57]",71.57,71.57,
0,1360,5,12,"[77.52, 57.18]",77.52,77.52,
0,1360,6,14,"[89.95, 40.85]",89.95,89.95,
0,1360,7,16,"[2.82, 92.03]",92.03,92.03,
0,1360,8,18,"[95.48, 65.32]",95.48,95.48,
0,1360,9,20,"[96.64, 38.65]",96.64,96.64,
0,1361,0,2,"[91.11, 0.0]",91.11,91.11,
0,1361,1,4,"[4.78, 7.25]",7.25,91.11,
0,1361,2,6,"[96.64, 21.46]",96.64,96.64,
0,1361,3,8,"[13.19, 12.23]",13.19,96.64,
0,1361,4,10,"[2.82, 14.24]",14.24,96.64,
0,1361,5,12,"[67.63, 67.57]",67.63,96.64,
0,1361,6,14,"[62.04, 20.08]",62.04,96.64,
0,1361,7,16,"[5.03, 46.42]",46.42,96.64,
0,1361,8,18,"[95.48, 25.45]",95.48,96.64,
0,1361,9,20,"[81.63, 92.03]",92.03,96.64,
0,1362,0,2,"[4.74, 37.58]",37.58,37.58,
0,1362,1,4,"[31.53, 0.0]",31.53,37.58,
0,1362,2,6,"[0.0, 16.07]",16.07,37.58,
0,1362,3,8,"[75.46, 14.58]",75.46,75.46,
0,1362,4,10,"[71.57, 19.71]",71.57,75.46,
0,1362,5,12,"[5.3, 37.4]",37.4,75.46,
0,1362,6,14,"[50.74, 40.85]",50.74,75.46,
0,1362,7,16,"[77.52, 0.0]",77.52,77.52,
0,1362,8,18,"[89.95, 70.51]",89.95,89.95,
0,1362,9,20,"[26.22, 92.03]",92.03,92.03,
0,1363,0,2,"[25.86, 9.36]",25.86,25.86,
0,1363,1,4,"[19.97, 0.0]",19.97,25.86,
0,1363,2,6,"[12.25, 2.48]",12.25,25.86,
0,1363,3,8,"[3.6, 8.52]",8.52,25.86,
0,1363,4,10,"[51.37, 0.0]",51.37,51.37,
0,1363,5,12,"[17.93, 46.75]",46.75,51.37,
0,1363,6,14,"[83.22, 67.57]",83.22,83.22,
0,1363,7,16,"[87.59, 81.63]",87.59,87.59,
0,1363,8,18,"[89.95, 83.85]",89.95,89.95,
0,1363,9,20,"[96.64, 92.03]",96.64,96.64,
0,1364,0,2,"[25.31, 0.0]",25.31,25.31,
0,1364,1,4,"[0.0, 5.4]",5.4,25.31,
0,1364,2,6,"[47.03, 7.59]",47.03,47.03,
0,1364,3,8,"[13.19, 0.0]",13.19,47.03,
0,1364,4,10,"[88.89, 4.61]",88.89,88.89,
0,1364,5,12,"[45.85, 3.33]",45.85,88.89,
0,1364,6,14,"[55.96, 6.22]",55.96,88.89,
0,1364,7,16,"[60.48, 26.22]",60.48,88.89,
0,1364,8,18,"[83.62, 62.6]",83.62,88.89,
0,1364,9,20,"[78.6, 50.7]",78.6,88.89,
0,1365,0,2,"[0.0, 23.71]",23.71,23.71,
0,1365,1,4,"[45.87, 26.3]",45.87,45.87,
0,1365,2,6,"[9.59, 3.96]",9.59,45.87,
0,1365,3,8,"[0.0, 32.14]",32.14,45.87,
0,1365,4,10,"[17.74, 1.26]",17.74,45.87,
0,1365,5,12,"[9.66, 3.79]",9.66,45.87,
0,1365,6,14,"[37.4, 0.0]",37.4,45.87,
0,1365,7,16,"[95.48, 24.59]",95.48,95.48,
0,1365,8,18,"[96.64, 92.03]",96.64,96.64,
0,1365,9,20,"[89.95, 81.63]",89.95,96.64,
0,1366,0,2,"[0.0, 52.77]",52.77,52.77,
0,1366,1,4,"[0.0, 5.5]",5.5,52.77,
0,1366,2,6,"[57.27, 21.65]",57.27,57.27,
0,1366,3,8,"[3.14, 5.29]",5.29,57.27,
0,1366,4,10,"[0.0, 14.29]",14.29,57.27,
0,1366,5,12,"[17.45, 39.5]",39.5,57.27,
0,1366,6,14,"[16.57, 23.45]",23.45,57.27,
0,1366,7,16,"[2.55, 0.0]",2.55,57.27,
0,1366,8,18,"[55.7, 40.02]",55.7,57.27,
0,1366,9,20,"[3.69, 75.28]",75.28,75.28,
0,1367,0,2,"[0.0, 26.88]",26.88,26.88,
0,1367,1,4,"[1.71, 7.03]",7.03,26.88,
0,1367,2,6,"[10.59, 3.63]",10.59,26.88,
0,1367,3,8,"[13.89, 13.01]",13.89,26.88,
0,1367,4,10,"[70.51, 31.38]",70.51,70.51,
0,1367,5,12,"[83.85, 71.57]",83.85,83.85,
0,1367,6,14,"[87.59, 20.03]",87.59,87.59,
0,1367,7,16,"[83.22, 68.33]",83.22,87.59,
0,1367,8,18,"[89.95, 55.7]",89.95,89.95,
0,1367,9,20,"[0.0, 95.48]",95.48,95.48,
0,1368,0,2,"[0.0, 0.0]",0.0,0.0,
0,1368,1,4,"[1.26, 9.35]",9.35,9.35,
0,1368,2,6,"[60.48, 14.58]",60.48,60.48,
0,1368,3,8,"[83.22, 62.32]",83.22,83.22,
0,1368,4,10,"[82.09, 87.59]",87.59,87.59,
0,1368,5,12,"[3.35, 83.85]",83.85,87.59,
0,1368,6,14,"[39.55, 40.85]",40.85,87.59,
0,1368,7,16,"[0.26, 55.96]",55.96,87.59,
0,1368,8,18,"[87.32, 70.51]",87.32,87.59,
0,1368,9,20,"[74.04, 7.36]",74.04,87.59,
0,1369,0,2,"[4.48, 59.82]",59.82,59.82,
0,1369,1,4,"[3.4, 23.51]",23.51,59.82,
0,1369,2,6,"[19.71, 15.92]",19.71,59.82,
0,1369,3,8,"[67.57, 38.44]",67.57,67.57,
0,1369,4,10,"[0.0, 11.95]",11.95,67.57,
0,1369,5,12,"[75.12, 71.57]",75.12,75.12,
0,1369,6,14,"[81.63, 13.46]",81.63,81.63,
0,1369,7,16,"[82.09, 60.48]",82.09,82.09,
0,1369,8,18,"[83.22, 62.6]",83.22,83.22,
0,1369,9,20,"[5.03, 96.64]",96.64,96.64,
0,1370,0,2,"[28.06, 0.0]",28.06,28.06,
0,1370,1,4,"[11.26, 20.46]",20.46,28.06,
0,1370,2,6,"[62.04, 47.58]",62.04,62.04,
0,1370,3,8,"[83.22, 0.89]",83.22,83.22,
0,1370,4,10,"[13.19, 83.85]",83.85,83.85,
0,1370,5,12,"[62.32, 20.03]",62.32,83.85,
0,1370,6,14,"[75.12, 0.0]",75.12,83.85,
0,1370,7,16,"[29.06, 21.34]",29.06,83.85,
0,1370,8,18,"[89.14, 89.95]",89.95,89.95,
0,1370,9,20,"[82.13, 87.59]",87.59,89.95,
0,1371,0,2,"[0.0, 0.0]",0.0,0.0,
0,1371,1,4,"[3.4, 7.03]",7.03,7.03,
0,1371,2,6,"[3.67, 5.15]",5.15,7.03,
0,1371,3,8,"[13.46, 26.52]",26.52,26.52,
0,1371,4,10,"[0.0, 55.8]",55.8,55.8,
0,1371,5,12,"[0.0, 0.69]",0.69,55.8,
0,1371,6,14,"[5.69, 67.04]",67.04,67.04,
0,1371,7,16,"[61.86, 25.5]",61.86,67.04,
0,1371,8,18,"[43.22, 7.02]",43.22,67.04,
0,1371,9,20,"[50.93, 45.62]",50.93,67.04,
0,1372,0,2,"[0.57, 4.99]",4.99,4.99,
0,1372,1,4,"[7.12, 0.0]",7.12,7.12,
0,1372,2,6,"[21.65, 7.82]",21.65,21.65,
0,1372,3,8,"[75.28, 14.58]",75.28,75.28,
0,1372,4,10,"[13.19, 83.85]",83.85,83.85,
0,1372,5,12,"[17.43, 71.57]",71.57,83.85,
0,1372,6,14,"[19.71, 20.03]",20.03,83.85,
0,1372,7,16,"[0.0, 37.4]",37.4,83.85,
0,1372,8,18,"[27.93, 92.03]",92.03,92.03,
0,1372,9,20,"[89.95, 37.73]",89.95,92.03,
0,1373,0,2,"[0.0, 6.26]",6.26,6.26,
0,1373,1,4,"[3.4, 0.0]",3.4,6.26,
0,1373,2,6,"[5.03, 3.78]",5.03,6.26,
0,1373,3,8,"[30.41, 17.54]",30.41,30.41,
0,1373,4,10,"[17.63, 11.95]",17.63,30.41,
0,1373,5,12,"[0.0, 65.32]",65.32,65.32,
0,1373,6,14,"[4.77, 92.03]",92.03,92.03,
0,1373,7,16,"[50.7, 75.46]",75.46,92.03,
0,1373,8,18,"[83.85, 12.23]",83.85,92.03,
0,1373,9,20,"[3.1, 71.57]",71.57,92.03,
0,1374,0,2,"[4.43, 38.53]",38.53,38.53,
0,1374,1,4,"[12.25, 0.0]",12.25,38.53,
0,1374,2,6,"[75.28, 0.0]",75.28,75.28,
0,1374,3,8,"[4.77, 37.4]",37.4,75.28,
0,1374,4,10,"[13.19, 92.03]",92.03,92.03,
0,1374,5,12,"[50.7, 12.23]",50.7,92.03,
0,1374,6,14,"[0.0, 22.07]",22.07,92.03,
0,1374,7,16,"[14.58, 26.74]",26.74,92.03,
0,1374,8,18,"[89.95, 6.38]",89.95,92.03,
0,1374,9,20,"[87.59, 83.85]",87.59,92.03,
0,1375,0,2,"[5.67, 0.0]",5.67,5.67,
0,1375,1,4,"[3.4, 20.5]",20.5,20.5,
0,1375,2,6,"[2.55, 0.99]",2.55,20.5,
0,1375,3,8,"[75.12, 17.0]",75.12,75.12,
0,1375,4,10,"[83.22, 7.03]",83.22,83.22,
0,1375,5,12,"[82.09, 87.59]",87.59,87.59,
0,1375,6,14,"[28.53, 81.63]",81.63,87.59,
0,1375,7,16,"[96.64, 17.43]",96.64,96.64,
0,1375,8,18,"[13.19, 51.37]",51.37,96.64,
0,1375,9,20,"[62.04, 3.33]",62.04,96.64,
0,1376,0,2,"[8.93, 0.0]",8.93,8.93,
0,1376,1,4,"[21.46, 0.0]",21.46,21.46,
0,1376,2,6,"[4.77, 5.5]",5.5,21.46,
0,1376,3,8,"[50.7, 31.38]",50.7,50.7,
0,1376,4,10,"[23.81, 5.15]",23.81,50.7,
0,1376,5,12,"[22.07, 0.0]",22.07,50.7,
0,1376,6,14,"[62.04, 71.57]",71.57,71.57,
0,1376,7,16,"[83.22, 77.52]",83.22,83.22,
0,1376,8,18,"[89.95, 67.57]",89.95,89.95,
0,1376,9,20,"[96.64, 87.59]",96.64,96.64,
0,1377,0,2,"[4.02, 0.0]",4.02,4.02,
0,1377,1,4,"[89.14, 0.0]",89.14,89.14,
0,1377,2,6,"[62.04, 4.43]",62.04,89.14,
0,1377,3,8,"[88.89, 22.07]",88.89,89.14,
0,1377,4,10,"[2.13, 96.64]",96.64,96.64,
0,1377,5,12,"[30.41, 76.66]",76.66,96.64,
0,1377,6,14,"[8.52, 13.89]",13.89,96.64,
0,1377,7,16,"[81.63, 46.42]",81.63,96.64,
0,1377,8,18,"[5.03, 87.59]",87.59,96.64,
0,1377,9,20,"[92.03, 46.75]",92.03,96.64,
0,1378,0,2,"[16.09, 6.57]",16.09,16.09,
0,1378,1,4,"[24.56, 16.71]",24.56,24.56,
0,1378,2,6,"[75.12, 1.37]",75.12,75.12,
0,1378,3,8,"[7.12, 7.82]",7.82,75.12,
0,1378,4,10,"[83.22, 3.59]",83.22,83.22,
0,1378,5,12,"[95.48, 67.57]",95.48,95.48,
0,1378,6,14,"[96.64, 83.85]",96.64,96.64,
0,1378,7,16,"[1.68, 81.63]",81.63,96.64,
0,1378,8,18,"[89.95, 31.14]",89.95,96.64,
0,1378,9,20,"[62.04, 75.46]",75.46,96.64,
0,1379,0,2,"[0.0, 0.0]",0.0,0.0,
0,1379,1,4,"[37.73, 3.77]",37.73,37.73,
0,1379,2,6,"[2.62, 3.1]",3.1,37.73,
0,1379,3,8,"[12.12, 15.21]",15.21,37.73,
0,1379,4,10,"[75.46, 14.75]",75.46,75.46,
0,1379,5,12,"[92.03, 43.22]",92.03,92.03,
0,1379,6,14,"[89.95, 95.48]",95.48,95.48,
0,1379,7,16,"[83.22, 81.63]",83.22,95.48,
0,1379,8,18,"[96.64, 38.65]",96.64,96.64,
0,1379,9,20,"[2.13, 88.89]",88.89,96.64,
0,1380,0,2,"[28.74, 0.0]",28.74,28.74,
0,1380,1,4,"[12.12, 21.34]",21.34,28.74,
0,1380,2,6,"[3.14, 0.0]",3.14,28.74,
0,1380,3,8,"[19.42, 13.13]",19.42,28.74,
0,1380,4,10,"[0.0, 19.71]",19.71,28.74,
0,1380,5,12,"[37.73, 33.65]",37.73,37.73,
0,1380,6,14,"[46.53, 23.81]",46.53,46.53,
0,1380,7,16,"[48.64, 59.81]",59.81,59.81,
0,1380,8,18,"[50.93, 3.1]",50.93,59.81,
0,1380,9,20,"[0.0, 86.37]",86.37,86.37,
0,1381,0,2,"[0.0, 40.47]",40.47,40.47,
0,1381,1,4,"[6.38, 20.22]",20.22,40.47,
0,1381,2,6,"[7.82, 0.0]",7.82,40.47,
0,1381,3,8,"[47.03, 62.04]",62.04,62.04,
0,1381,4,10,"[14.53, 96.64]",96.64,96.64,
0,1381,5,12,"[81.63, 31.14]",81.63,96.64,
0,1381,6,14,"[19.02, 92.03]",92.03,96.64,
0,1381,7,16,"[87.59, 1.68]",87.59,96.64,
0,1381,8,18,"[55.7, 83.85]",83.85,96.64,
0,1381,9,20,"[89.95, 19.71]",89.95,96.64,
0,1382,0,2,"[61.0, 14.36]",61.0,61.0,
0,1382,1,4,"[13.01, 0.69]",13.01,61.0,
0,1382,2,6,"[65.32, 27.16]",65.32,65.32,
0,1382,3,8,"[5.29, 17.63]",17.63,65.32,
0,1382,4,10,"[83.22, 21.65]",83.22,83.22,
0,1382,5,12,"[87.59, 76.66]",87.59,87.59,
0,1382,6,14,"[89.95, 81.63]",89.95,89.95,
0,1382,7,16,"[2.82, 92.03]",92.03,92.03,
0,1382,8,18,"[89.14, 75.46]",89.14,92.03,
0,1382,9,20,"[3.14, 82.13]",82.13,92.03,
0,1383,0,2,"[15.21, 0.95]",15.21,15.21,
0,1383,1,4,"[26.22, 6.44]",26.22,26.22,
